36.87,13302
36.78,14796
36.77,13625
36.74,16653
36.7,13801
36.65,20081
36.65,15080
36.62,10735
36.6,19672
36.59,12531
36.59,11769
36.59,11198
36.58,12712
36.55,11841
36.54,15422
36.54,14970
36.52,12460
36.49,13497
36.49,10948
36.49,8580
36.48,12533
36.47,8711
36.46,15941
36.46,15072
36.43,18910
36.43,13365
36.42,11502
36.41,13621
36.39,12951
36.37,10358
36.36,12078
36.31,13416
36.3,13281
36.29,11091
36.24,1992
36.23,10380
36.22,15987
36.22,10506
36.2,12384
36.2,7823
36.19,11673
36.18,11584
36.18,11258
36.18,11190
36.17,11715
36.15,10374
36.14,10486
36.12,11317
36.11,10698
36.1,13036
36.1,9163
36.09,10607
36.09,9172
36.08,10346
36.08,9138
36.08,7135
36.08,7046
36.06,11844
36.06,11410
36.05,13297
36.05,9735
36.05,9577
36.03,10126
36.02,10914
36.02,8330
36.01,11127
35.99,8985
35.98,10963
35.98,10046
35.98,6002
35.98,4628
35.97,9130
35.97,8743
35.96,10295
35.96,10254
35.96,9105
35.95,11328
35.94,15864
35.94,9696
35.92,10010
35.91,8469
35.91,8352
35.9,9364
35.88,8562
35.87,6691
35.85,10112
35.85,9595
35.85,9212
35.85,8487
35.84,8929
35.84,6639
35.83,8971
35.83,7606
35.82,9716
35.82,9511
35.82,9427
35.81,11336
35.81,10561
35.81,9155
35.79,10314
35.79,8220
35.79,7785
35.77,9255
35.77,9068
35.77,7881
35.77,6648
35.76,10011
35.76,8275
35.75,11496
35.74,10072
35.74,9327
35.74,8513
35.7,8846
35.7,8396
35.69,6929
35.67,13749
35.67,9884
35.67,9405
35.67,9001
35.67,7895
35.66,6802
35.66,6278
35.65,9493
35.65,8528
35.65,7377
35.65,6808
35.65,5440
35.64,8328
35.63,9474
35.63,9458
35.63,9108
35.63,8359
35.63,6417
35.62,8462
35.6,8144
35.6,6831
35.6,4999
35.58,11693
35.57,9367
35.57,7565
35.56,7886
35.56,7533
35.55,9786
35.55,8838
35.54,9352
35.54,7177
35.53,8669
35.53,7143
35.53,6968
35.52,9234
35.52,8928
35.52,8456
35.52,8143
35.52,8118
35.52,7054
35.51,8980
35.51,6914
35.49,6915
35.48,10132
35.48,9192
35.47,8643
35.47,6660
35.46,9478
35.46,8956
35.46,8412
35.46,8128
35.45,8868
35.45,8100
35.45,7089
35.44,9813
35.44,9042
35.44,8075
35.44,7134
35.44,5786
35.43,7130
35.43,6241
35.43,6132
35.42,8883
35.42,7746
35.42,7246
35.41,8081
35.41,7909
35.4,7459
35.4,6161
35.4,5605
35.39,7484
35.39,7275
35.38,10902
35.38,9937
35.38,8968
35.38,6929
35.38,6374
35.37,8275
35.37,6825
35.37,3746
35.36,6108
35.35,8633
35.35,7554
35.34,9131
35.34,7662
35.34,6433
35.33,7535
35.33,7524
35.33,7367
35.32,7973
35.32,7588
35.32,7291
35.32,6810
35.32,6658
35.31,7318
35.31,5918
35.3,9478
35.3,8074
35.3,7285
35.3,7063
35.29,8203
35.29,7619
35.29,7103
35.28,8188
35.28,7223
35.28,5703
35.27,8216
35.27,7131
35.27,6503
35.26,8193
35.26,7750
35.26,7372
35.25,7658
35.25,7373
35.24,8822
35.24,8127
35.24,7721
35.24,7580
35.24,7140
35.24,6045
35.23,8437
35.23,7300
35.23,7043
35.23,6268
35.23,5655
35.22,7531
35.22,6554
35.21,9138
35.21,8200
35.21,7350
35.21,7343
35.21,7286
35.21,5751
35.21,5679
35.2,6385
35.2,5572
35.19,12575
35.19,7994
35.19,7623
35.19,7429
35.19,6685
35.19,6418
35.19,5983
35.19,4930
35.18,8022
35.18,6820
35.18,6210
35.18,5889
35.17,7447
35.17,7255
35.17,6882
35.16,9578
35.16,8386
35.16,6891
35.15,7986
35.15,7800
35.15,6839
35.15,6031
35.14,6940
35.14,5942
35.14,5588
35.13,8294
35.13,7304
35.13,7283
35.12,7258
35.12,7126
35.12,4982
35.11,9899
35.11,7167
35.11,7160
35.11,6866
35.11,6586
35.1,9477
35.1,6126
35.1,4025
35.09,8096
35.09,7786
35.09,7514
35.09,7222
35.09,7180
35.09,7018
35.08,8805
35.08,7752
35.08,7500
35.08,6960
35.08,6859
35.08,6587
35.08,6192
35.08,5462
35.07,9384
35.07,7965
35.07,7715
35.07,6362
35.07,5625
35.06,10822
35.06,7612
35.06,6460
35.06,5666
35.05,8275
35.05,6718
35.05,6332
35.05,6251
35.05,5908
35.05,5430
35.05,4674
35.04,6910
35.04,6023
35.04,6009
35.04,5805
35.04,5464
35.03,7794
35.03,7428
35.03,7072
35.03,6268
35.03,6249
35.03,6046
35.02,7688
35.02,7644
35.02,7461
35.02,7318
35.02,6830
35.02,5934
35.01,7517
35.01,4773
35,9761
35,7096
35,6851
35,5478
34.99,7292
34.99,7290
34.99,7134
34.99,3694
34.98,7600
34.98,7021
34.98,6401
34.98,6152
34.98,5917
34.97,6316
34.97,5229
34.96,7952
34.96,7681
34.96,6777
34.96,6210
34.96,5428
34.96,5230
34.96,4406
34.95,7664
34.95,7592
34.95,7182
34.95,6952
34.95,6634
34.95,6164
34.95,5019
34.94,7322
34.94,6983
34.94,6153
34.94,6136
34.93,5209
34.93,2682
34.92,6701
34.92,5748
34.91,7252
34.91,6819
34.91,6770
34.91,4903
34.9,6430
34.9,6430
34.9,6296
34.9,5485
34.9,5100
34.89,7309
34.89,7067
34.89,6029
34.89,5698
34.89,4144
34.88,7790
34.88,7283
34.88,6661
34.87,7870
34.87,6755
34.87,6062
34.87,5919
34.87,5792
34.87,4644
34.86,6984
34.86,6782
34.85,8665
34.85,7659
34.85,7033
34.85,5817
34.84,5010
34.83,7910
34.83,7792
34.83,5106
34.83,4524
34.82,6165
34.82,6024
34.82,5862
34.82,5509
34.82,4965
34.81,6683
34.81,6457
34.81,6065
34.8,6763
34.8,5940
34.8,5729
34.8,4272
34.8,4239
34.79,8543
34.79,6483
34.79,6298
34.78,7412
34.78,6826
34.78,5649
34.78,5032
34.78,4418
34.77,6824
34.77,6817
34.77,6174
34.77,5996
34.77,5758
34.77,5515
34.76,6715
34.76,5960
34.75,5639
34.75,5511
34.74,6146
34.74,6134
34.74,5637
34.73,9434
34.73,6825
34.73,5602
34.73,5267
34.73,4519
34.73,4384
34.73,3931
34.72,14906
34.72,6069
34.72,5577
34.72,5348
34.72,3447
34.71,8165
34.71,6174
34.71,5896
34.71,5835
34.71,5752
34.71,4376
34.7,6946
34.7,6840
34.7,4893
34.7,4495
34.68,6932
34.68,6394
34.68,6212
34.67,6204
34.67,5971
34.67,5930
34.66,5714
34.66,5574
34.65,8105
34.65,7243
34.65,5917
34.65,5495
34.64,5074
34.63,7314
34.63,4704
34.63,4360
34.62,8594
34.62,7115
34.62,6706
34.62,5861
34.62,5235
34.62,4799
34.61,6714
34.61,6586
34.61,6195
34.61,6147
34.61,5451
34.61,5367
34.61,4931
34.61,4468
34.61,3943
34.61,3766
34.6,8581
34.6,6694
34.6,6161
34.6,5720
34.6,4252
34.59,7539
34.59,7520
34.59,5853
34.59,5725
34.58,5245
34.58,4635
34.58,4542
34.57,8190
34.57,5162
34.56,5398
34.56,5328
34.56,4989
34.56,4844
34.56,4137
34.55,4841
34.55,4654
34.54,6106
34.54,6007
34.54,5948
34.54,5723
34.53,6746
34.53,6538
34.53,6422
34.53,5928
34.53,5512
34.53,5416
34.53,5255
34.53,3346
34.53,2742
34.52,7621
34.52,5284
34.51,7407
34.51,5500
34.51,5356
34.51,4875
34.51,4277
34.51,3908
34.5,5869
34.49,4060
34.49,3674
34.48,6383
34.48,6134
34.48,5360
34.48,5014
34.48,4863
34.48,4294
34.48,4284
34.48,2756
34.47,7088
34.47,6094
34.47,5776
34.47,5040
34.47,4771
34.46,6708
34.46,6371
34.46,6064
34.46,5365
34.46,5009
34.46,4950
34.46,4931
34.46,4925
34.46,4758
34.45,5900
34.45,5746
34.45,5570
34.45,4948
34.45,4773
34.45,3524
34.44,5986
34.44,5715
34.44,5686
34.44,5429
34.44,5244
34.44,5092
34.44,5042
34.44,4878
34.43,7762
34.43,6475
34.43,4983
34.43,3214
34.42,7654
34.42,6465
34.42,5333
34.42,4709
34.41,8420
34.41,5360
34.41,5160
34.41,4717
34.4,6858
34.4,6068
34.4,5778
34.4,5247
34.4,5070
34.4,5015
34.39,7933
34.39,5694
34.39,5527
34.39,5459
34.39,5049
34.39,4163
34.39,3418
34.38,4356
34.38,4250
34.38,3752
34.38,2981
34.37,6330
34.37,5429
34.37,4602
34.37,3888
34.37,3863
34.36,6739
34.36,6567
34.36,5416
34.36,5193
34.36,5135
34.36,4790
34.36,4547
34.36,4248
34.35,5340
34.35,5175
34.35,4660
34.35,4478
34.35,4337
34.35,4245
34.34,5863
34.34,5758
34.34,5664
34.34,5653
34.34,5338
34.34,5210
34.34,4981
34.33,8182
34.33,5558
34.33,5434
34.33,5375
34.33,5285
34.33,4867
34.32,5948
34.32,5767
34.32,5288
34.32,4959
34.32,4906
34.32,4441
34.31,5637
34.31,5502
34.31,4722
34.31,1773
34.3,5294
34.3,5290
34.3,4675
34.3,4571
34.3,3751
34.3,3192
34.29,6222
34.29,6073
34.29,5318
34.29,4384
34.28,5582
34.28,4932
34.28,4323
34.28,3636
34.27,7194
34.27,5854
34.27,5050
34.27,4996
34.27,2807
34.26,60030
34.26,6035
34.26,5045
34.26,4900
34.26,4894
34.25,5241
34.25,5068
34.24,8224
34.24,7642
34.24,4830
34.24,4424
34.24,3913
34.24,3686
34.23,6988
34.23,6903
34.23,5077
34.23,5048
34.23,4829
34.23,3251
34.22,6274
34.22,5386
34.22,4930
34.22,4857
34.22,4412
34.22,4344
34.21,5307
34.21,5261
34.21,5161
34.21,4720
34.21,4582
34.21,2256
34.2,7289
34.2,5934
34.2,5014
34.2,4593
34.2,4550
34.2,4494
34.2,4294
34.19,5389
34.19,5316
34.19,4694
34.19,4570
34.19,3902
34.18,5126
34.18,4941
34.18,3585
34.18,3439
34.17,5962
34.17,5855
34.17,5684
34.17,5600
34.17,4940
34.17,4883
34.17,4686
34.17,3370
34.16,7883
34.16,5040
34.16,4779
34.16,4219
34.16,2702
34.15,7529
34.15,4864
34.15,4690
34.15,4642
34.15,4122
34.15,3183
34.15,2813
34.14,6352
34.14,5439
34.14,4388
34.14,2546
34.13,7350
34.13,6933
34.13,4887
34.13,4763
34.13,4358
34.13,4225
34.13,4189
34.13,3764
34.13,2658
34.12,5166
34.12,5109
34.12,4843
34.12,4583
34.12,4180
34.12,2634
34.12,2426
34.11,4529
34.11,4513
34.11,3278
34.1,5206
34.1,4813
34.1,4168
34.1,2646
34.1,2304
34.09,6613
34.09,5591
34.09,5432
34.09,4843
34.08,5027
34.08,4160
34.07,6979
34.07,5208
34.07,4987
34.07,4736
34.07,4594
34.07,4333
34.07,4194
34.07,2541
34.06,5163
34.06,4432
34.05,8210
34.05,5462
34.05,4500
34.05,4453
34.05,4184
34.05,3897
34.04,5340
34.04,5270
34.04,5250
34.04,5092
34.04,4766
34.04,4491
34.04,4489
34.04,4386
34.04,4190
34.04,4163
34.03,6133
34.03,4840
34.03,4825
34.03,4689
34.03,4441
34.03,4010
34.03,3158
34.03,2530
34.02,5405
34.02,5033
34.02,4942
34.02,4917
34.02,3734
34.01,8244
34.01,5866
34.01,3648
34.01,3258
34,5485
34,4861
34,4724
34,4523
34,4495
33.99,6919
33.99,5720
33.99,5505
33.99,5271
33.99,4959
33.99,4417
33.99,4285
33.99,4161
33.98,4895
33.98,4230
33.97,5584
33.97,4758
33.97,4650
33.97,4635
33.97,3908
33.97,3863
33.97,2855
33.96,5406
33.96,4804
33.96,3919
33.96,3252
33.95,4951
33.95,4301
33.95,4210
33.95,3430
33.94,6915
33.94,5903
33.94,5315
33.94,4880
33.94,4846
33.94,4341
33.93,8403
33.93,5429
33.93,4215
33.93,3920
33.92,5335
33.92,4526
33.91,6425
33.91,6133
33.91,4905
33.91,4661
33.91,4580
33.91,4371
33.9,4398
33.9,2878
33.89,5423
33.89,4542
33.89,3349
33.88,7104
33.88,5477
33.88,4678
33.88,4634
33.88,4283
33.88,4104
33.88,4008
33.88,3232
33.87,5330
33.87,4640
33.87,4387
33.87,2016
33.86,4958
33.86,4566
33.86,4479
33.86,3947
33.86,2656
33.85,8122
33.85,5731
33.85,4782
33.85,4770
33.85,4703
33.85,4179
33.85,3607
33.85,2601
33.84,3567
33.84,3531
33.84,1972
33.83,4377
33.83,4025
33.83,79
33.82,4593
33.82,4405
33.82,4397
33.82,4050
33.82,3024
33.82,2502
33.82,2321
33.81,8013
33.81,7623
33.81,3990
33.81,3920
33.81,3676
33.81,2510
33.8,5834
33.8,4732
33.8,4687
33.8,4411
33.8,4377
33.8,3966
33.8,3131
33.8,3040
33.8,1642
33.79,5643
33.79,5182
33.79,4219
33.78,6496
33.78,5448
33.78,4939
33.78,4593
33.78,4363
33.78,4192
33.78,3630
33.78,3503
33.78,2393
33.77,5896
33.77,4799
33.77,4480
33.77,3395
33.77,1811
33.77,1617
33.76,5600
33.76,5592
33.76,4991
33.76,4697
33.76,4025
33.76,3078
33.76,2470
33.76,2418
33.75,4638
33.75,4285
33.75,3129
33.75,2695
33.75,1110
33.74,5737
33.74,5336
33.74,5308
33.74,4766
33.74,4669
33.74,4066
33.74,2805
33.73,4632
33.73,4480
33.73,3855
33.73,3113
33.73,2682
33.73,2248
33.72,5101
33.72,4281
33.72,3989
33.72,2897
33.71,4477
33.71,4412
33.71,4368
33.71,3954
33.71,3840
33.71,3261
33.71,2462
33.7,6517
33.7,5536
33.7,5454
33.7,5225
33.7,5049
33.7,4327
33.7,3619
33.69,5622
33.69,5521
33.69,3905
33.69,3051
33.69,2331
33.68,7157
33.67,4663
33.67,2613
33.66,4617
33.66,4374
33.66,4233
33.66,3886
33.66,3760
33.66,2564
33.66,2021
33.65,4462
33.65,4358
33.65,4266
33.65,2620
33.64,5527
33.64,4175
33.64,3586
33.64,3283
33.64,3100
33.64,2198
33.63,6151
33.63,4226
33.63,4116
33.63,4106
33.63,3603
33.62,4986
33.62,2667
33.62,2110
33.62,1301
33.61,4314
33.61,3942
33.61,3417
33.61,3284
33.6,4787
33.6,4637
33.6,3919
33.6,3912
33.59,3691
33.59,3561
33.59,2240
33.58,4654
33.58,3642
33.58,3377
33.58,2979
33.58,2635
33.57,4742
33.57,2692
33.57,2539
33.57,1786
33.56,6712
33.56,4438
33.56,4177
33.56,3041
33.56,2790
33.56,2535
33.56,2502
33.56,2490
33.56,1783
33.55,7430
33.55,6058
33.55,4728
33.55,3682
33.55,3146
33.55,3061
33.55,2966
33.54,6297
33.54,3844
33.54,3465
33.54,2975
33.53,7566
33.53,4385
33.53,4238
33.53,4029
33.53,3035
33.53,3029
33.53,2699
33.53,1468
33.52,4538
33.52,2868
33.52,2522
33.51,4025
33.51,2961
33.51,2204
33.51,1361
33.51,1311
33.5,6331
33.5,4164
33.5,3789
33.5,3433
33.5,3048
33.49,5287
33.49,4522
33.49,4241
33.49,3755
33.49,2426
33.48,5851
33.48,4570
33.48,4089
33.48,4052
33.48,3732
33.48,3385
33.48,2937
33.48,2759
33.48,2401
33.48,2332
33.47,8260
33.47,5800
33.47,3893
33.47,3728
33.47,3472
33.47,3260
33.47,3014
33.47,2725
33.46,4982
33.46,4974
33.46,3308
33.46,2200
33.46,2140
33.45,4560
33.45,4341
33.45,3340
33.45,3060
33.45,2983
33.45,2879
33.45,2672
33.45,2176
33.44,5099
33.44,4500
33.44,4274
33.44,3094
33.44,2714
33.44,2448
33.44,2266
33.43,6601
33.43,4986
33.43,3944
33.43,3070
33.43,2478
33.42,3409
33.42,3109
33.42,2597
33.41,2501
33.4,5372
33.4,4546
33.4,4475
33.4,2793
33.4,1989
33.39,3623
33.39,2504
33.38,5218
33.38,4764
33.38,3942
33.38,3347
33.38,2988
33.38,2894
33.37,7644
33.37,4564
33.37,3172
33.37,3076
33.37,2942
33.37,2679
33.37,2516
33.37,2445
33.36,4213
33.36,3713
33.36,3111
33.36,2711
33.36,2617
33.35,7788
33.35,5275
33.35,3834
33.35,2952
33.35,2897
33.35,2781
33.35,2500
33.35,2364
33.34,3868
33.34,2660
33.33,4354
33.33,4337
33.33,4032
33.33,3277
33.33,2704
33.33,2617
33.32,4545
33.32,3751
33.32,1471
33.31,3398
33.31,3328
33.31,2691
33.3,5030
33.3,4626
33.3,4211
33.3,2220
33.3,1198
33.29,3676
33.29,3110
33.29,3070
33.29,2321
33.29,2001
33.29,1984
33.28,5717
33.28,3445
33.28,3073
33.28,2916
33.28,2849
33.28,2813
33.28,2797
33.28,2793
33.28,2741
33.28,2702
33.28,2594
33.27,3646
33.27,3472
33.27,2719
33.27,2526
33.27,2508
33.27,2421
33.26,9128
33.26,3680
33.26,3678
33.26,3580
33.26,3293
33.26,3195
33.26,3171
33.26,3149
33.26,3074
33.26,2314
33.25,3506
33.25,2850
33.25,2825
33.25,2591
33.25,2313
33.25,2308
33.25,-221
33.24,4364
33.24,3963
33.24,2956
33.24,2884
33.24,1832
33.24,1761
33.23,4586
33.23,4222
33.23,3666
33.23,3630
33.23,3567
33.23,3551
33.23,3274
33.23,2910
33.23,2598
33.23,2254
33.23,2155
33.23,1976
33.23,898
33.22,7776
33.22,3638
33.22,3552
33.22,3156
33.22,3016
33.22,2620
33.22,2026
33.21,3860
33.21,2933
33.21,2792
33.21,2752
33.21,2690
33.21,2491
33.21,2357
33.21,2028
33.2,6010
33.2,5127
33.2,4039
33.2,3975
33.2,3769
33.2,3709
33.2,3234
33.2,2847
33.2,2823
33.2,2790
33.2,2693
33.2,984
33.19,4839
33.19,3427
33.19,2834
33.19,2541
33.19,2360
33.19,1945
33.19,1221
33.18,3638
33.18,3246
33.18,3135
33.18,3110
33.17,3672
33.17,3079
33.17,2944
33.17,2861
33.17,2514
33.17,1586
33.16,4498
33.16,2946
33.16,2709
33.16,2429
33.16,2295
33.15,4212
33.15,3777
33.15,3300
33.15,2714
33.15,2598
33.15,2535
33.15,2287
33.15,2160
33.14,3318
33.14,2987
33.14,2925
33.14,2383
33.14,2343
33.14,1952
33.13,4801
33.13,3201
33.13,2803
33.13,2730
33.13,2577
33.13,2438
33.13,2324
33.13,1999
33.13,1611
33.13,711
33.12,3873
33.12,2992
33.12,2731
33.12,2492
33.12,2373
33.12,2367
33.12,1949
33.12,1793
33.11,5524
33.11,2943
33.11,2801
33.11,2669
33.11,2666
33.11,2644
33.11,2341
33.11,2282
33.11,2011
33.11,1968
33.1,6952
33.1,4073
33.1,3223
33.1,2910
33.1,2848
33.1,2628
33.1,2559
33.1,2530
33.1,2222
33.1,1865
33.09,4950
33.09,2548
33.09,2415
33.09,2332
33.08,4677
33.08,4560
33.08,3123
33.08,3087
33.08,2750
33.08,2566
33.08,2500
33.08,2472
33.08,2449
33.07,4913
33.07,3992
33.07,2876
33.07,2682
33.07,2673
33.07,2534
33.07,2262
33.07,2010
33.06,3897
33.06,3791
33.06,3443
33.06,2914
33.06,2619
33.06,2173
33.06,1915
33.05,7450
33.05,6295
33.05,2820
33.05,2688
33.05,2680
33.05,1599
33.05,1544
33.05,1095
33.04,3670
33.04,2910
33.04,2359
33.04,2099
33.04,1641
33.03,2628
33.03,2444
33.03,2276
33.03,1616
33.02,6625
33.02,3904
33.02,3650
33.02,3470
33.02,3356
33.02,3199
33.02,2802
33.02,2721
33.02,2646
33.02,2001
33.02,1985
33.02,1735
33.01,3174
33.01,2994
33.01,2887
33.01,2680
33.01,2474
33.01,2417
33,2756
33,2499
33,2356
33,2210
33,2047
33,1992
33,1321
32.99,3538
32.99,3237
32.99,2826
32.99,2696
32.99,2414
32.98,4247
32.98,3189
32.98,3189
32.98,2764
32.98,2627
32.98,2317
32.98,2290
32.98,2210
32.98,805
32.97,3044
32.97,2762
32.97,2670
32.97,2567
32.97,2566
32.97,2163
32.97,1794
32.96,4429
32.96,3636
32.96,2910
32.96,2387
32.96,2372
32.96,1934
32.96,1781
32.95,2817
32.95,2797
32.95,2444
32.95,1890
32.95,1722
32.95,1193
32.94,4473
32.94,2971
32.94,1823
32.94,1518
32.93,3091
32.93,2937
32.93,2934
32.93,2856
32.93,2785
32.93,2783
32.93,2325
32.93,1800
32.92,6144
32.92,3747
32.92,2983
32.92,2839
32.92,2689
32.92,2608
32.92,2401
32.92,2004
32.91,3024
32.91,2726
32.91,2722
32.91,2702
32.91,2611
32.91,2479
32.91,2373
32.91,2327
32.91,2146
32.91,1991
32.91,1648
32.9,3198
32.9,2966
32.9,2820
32.9,2758
32.9,2757
32.9,2672
32.9,2648
32.9,2638
32.9,2612
32.9,2413
32.9,2010
32.9,1955
32.9,1828
32.89,3687
32.89,3070
32.89,2680
32.89,2508
32.89,2450
32.89,2356
32.89,2346
32.89,2282
32.89,2228
32.89,2205
32.89,1503
32.89,1058
32.88,5085
32.88,4114
32.88,3981
32.88,3306
32.88,2993
32.88,2892
32.88,2818
32.88,2810
32.88,2782
32.87,3940
32.87,3274
32.87,3101
32.87,3087
32.87,2869
32.87,2868
32.87,2512
32.87,2483
32.87,2286
32.87,1993
32.87,1979
32.87,999
32.86,3584
32.86,3364
32.86,3228
32.86,2824
32.86,2648
32.86,2586
32.86,2410
32.86,2390
32.86,2316
32.86,2255
32.86,2066
32.86,1925
32.86,1924
32.86,1162
32.85,3418
32.85,3280
32.85,2722
32.85,2552
32.84,3969
32.84,3604
32.84,3312
32.84,3000
32.84,2879
32.84,2769
32.84,2747
32.84,2581
32.84,2548
32.84,1784
32.83,3372
32.83,3175
32.83,3165
32.83,2934
32.83,2893
32.83,2626
32.83,2482
32.83,2415
32.83,2330
32.83,2233
32.83,1998
32.82,3009
32.82,2853
32.82,2818
32.82,2705
32.82,2352
32.82,2193
32.82,2069
32.82,2029
32.82,2027
32.82,1994
32.82,1376
32.82,1313
32.81,5096
32.81,3268
32.81,2820
32.81,2706
32.81,2437
32.81,2412
32.81,2177
32.81,1624
32.8,2691
32.8,2592
32.8,2477
32.8,2285
32.8,1709
32.8,1328
32.8,1253
32.79,2893
32.79,2799
32.79,2744
32.79,2350
32.79,2318
32.79,2020
32.79,1665
32.78,3779
32.78,2994
32.78,2970
32.78,2407
32.78,1561
32.77,3022
32.77,2972
32.77,2881
32.77,2646
32.77,2017
32.77,1903
32.77,1874
32.76,6242
32.76,2910
32.76,2894
32.76,2885
32.76,2631
32.76,2464
32.76,2258
32.76,2057
32.76,2015
32.76,1972
32.76,1373
32.75,2745
32.75,2613
32.75,2588
32.75,2556
32.75,2342
32.75,2317
32.75,2201
32.75,2081
32.75,2014
32.75,1913
32.75,1475
32.75,1337
32.75,740
32.74,4146
32.74,2861
32.74,2776
32.74,2721
32.74,2689
32.74,2570
32.74,2295
32.74,1705
32.73,2877
32.73,2758
32.73,2576
32.73,2554
32.73,2345
32.73,2262
32.73,2093
32.73,1903
32.73,1519
32.73,1191
32.72,2742
32.72,2673
32.72,2487
32.72,2112
32.72,1961
32.71,3748
32.71,3117
32.71,2475
32.71,2352
32.71,2109
32.71,1868
32.71,1858
32.71,1822
32.7,2803
32.7,2769
32.7,2768
32.7,2677
32.7,2650
32.7,2581
32.7,2524
32.7,2459
32.7,2416
32.7,2364
32.7,1965
32.69,2871
32.69,2583
32.69,2180
32.69,2062
32.69,1870
32.69,1296
32.68,3426
32.68,2750
32.68,2702
32.68,2073
32.68,1579
32.68,652
32.67,4143
32.67,3978
32.67,2756
32.67,2705
32.67,2213
32.67,1966
32.67,1857
32.67,1250
32.66,4486
32.66,3187
32.66,2988
32.66,2912
32.66,2805
32.66,2593
32.66,2527
32.66,2225
32.66,2218
32.66,2166
32.66,2128
32.66,2123
32.66,2096
32.66,2003
32.66,1090
32.65,2738
32.65,2436
32.65,2141
32.65,2111
32.65,1682
32.65,1660
32.65,1488
32.65,1376
32.65,819
32.64,2554
32.64,2535
32.64,2418
32.64,2408
32.64,2393
32.64,2357
32.64,2269
32.64,1935
32.64,1299
32.63,2667
32.63,2620
32.63,2614
32.63,2506
32.63,2489
32.63,2427
32.63,2213
32.63,2120
32.63,1887
32.62,5929
32.62,4028
32.62,2746
32.62,2700
32.62,2375
32.62,2375
32.62,1802
32.62,1216
32.61,3020
32.61,2894
32.61,2218
32.61,2018
32.61,1932
32.61,1760
32.61,1757
32.6,2669
32.6,2515
32.6,2508
32.6,2381
32.6,2269
32.6,2226
32.6,2221
32.6,1508
32.6,1436
32.59,3221
32.59,3018
32.59,2982
32.59,2639
32.59,2552
32.59,2286
32.59,2200
32.59,2097
32.59,1573
32.59,1196
32.59,1020
32.59,792
32.58,4877
32.58,3295
32.58,3029
32.58,3026
32.58,2889
32.58,2630
32.58,2521
32.58,2425
32.58,2346
32.58,2170
32.58,2163
32.58,1861
32.58,1441
32.58,875
32.57,4366
32.57,2976
32.57,2510
32.57,2489
32.57,2414
32.57,1828
32.57,1741
32.57,1678
32.57,1462
32.57,1261
32.57,1146
32.56,2907
32.56,2766
32.56,2636
32.56,2510
32.56,2473
32.56,1928
32.56,1883
32.56,1867
32.56,1814
32.56,1626
32.56,1622
32.56,1503
32.55,3316
32.55,2876
32.55,2489
32.55,2232
32.55,2179
32.55,1908
32.55,1775
32.54,2934
32.54,2397
32.54,2040
32.54,1843
32.54,1786
32.54,1681
32.53,2648
32.53,2612
32.53,2598
32.53,2397
32.53,2272
32.53,2262
